,score,sentiment
2017-08-15 20:16:49,6,0.2235
2017-08-15 20:16:53,5,0.3612
2017-08-15 20:16:57,4,0.0
2017-08-15 20:17:00,4,0.0
2017-08-15 20:17:06,5,0.0
2017-08-15 20:17:12,4,0.3182
2017-08-15 20:17:26,3,-0.6369
2017-08-15 20:18:28,6,0.1027
2017-08-15 20:18:31,4,0.4497
2017-08-15 20:18:52,4,0.0
2017-08-15 20:19:23,4,0.765
2017-08-15 20:19:27,4,-0.4939
2017-08-15 20:19:33,6,0.0763
2017-08-15 20:19:44,4,-0.5413
2017-08-15 20:19:44,3,0.3612
2017-08-15 20:20:00,4,-0.5423
2017-08-15 20:20:00,3,0.0516
2017-08-15 20:20:15,3,-0.5859
2017-08-15 20:20:20,4,-0.1531
2017-08-15 20:20:42,4,0.6908
2017-08-15 20:20:43,5,0.0
2017-08-15 20:20:52,5,0.0
2017-08-15 20:20:54,4,0.7156
2017-08-15 20:21:00,4,0.1027
2017-08-15 20:21:00,4,0.6369
2017-08-15 20:21:10,5,0.0
2017-08-15 20:21:12,4,0.6697
2017-08-15 20:21:12,4,0.0
2017-08-15 20:21:12,4,0.7104
2017-08-15 20:21:12,4,0.0
2017-08-15 20:21:15,4,0.0
2017-08-15 20:21:15,3,-0.5423
2017-08-15 20:21:19,4,0.0
2017-08-15 20:21:21,3,0.5994
2017-08-15 20:21:22,3,0.0
2017-08-15 20:21:23,5,-0.2006
2017-08-15 20:21:25,5,0.0
2017-08-15 20:21:38,5,0.0
2017-08-15 20:21:41,4,0.0
2017-08-15 20:21:42,5,0.0
2017-08-15 20:21:56,4,-0.2244
2017-08-15 20:22:00,3,0.6369
2017-08-15 20:22:16,3,0.3544
2017-08-15 20:22:20,4,0.0
2017-08-15 20:22:37,5,0.0
2017-08-15 20:22:43,4,0.0
2017-08-15 20:22:48,5,0.8402
2017-08-15 20:22:54,4,0.0
2017-08-15 20:23:01,4,0.0
2017-08-15 20:23:22,4,0.0
2017-08-15 20:23:25,4,0.0
2017-08-15 20:23:30,4,0.0
2017-08-15 20:24:16,4,0.0
2017-08-15 20:26:12,4,0.4215
2017-08-15 20:26:16,5,-0.2481
2017-08-15 20:26:42,5,0.2755
2017-08-15 20:27:50,4,0.6432
2017-08-15 20:28:19,4,0.9153
2017-08-15 20:28:40,5,-0.4914
2017-08-15 20:29:23,4,0.5859
2017-08-15 20:29:38,5,0.6155
2017-08-15 20:30:00,5,-0.765
2017-08-15 20:30:07,5,0.0
2017-08-15 20:30:26,4,-0.8607
2017-08-15 20:30:39,5,-0.1779
2017-08-15 20:30:55,3,-0.4791
2017-08-15 20:32:20,4,0.5106
2017-08-15 20:32:58,5,0.0
2017-08-15 20:33:24,5,0.0
2017-08-15 20:33:45,4,0.6559
2017-08-15 20:35:11,4,0.7964
2017-08-15 20:35:46,5,-0.8825
2017-08-15 20:36:59,5,0.0
2017-08-15 20:37:36,5,0.0
2017-08-15 20:47:11,3,0.0
2017-08-15 20:48:05,4,0.5574
2017-08-15 20:50:28,4,0.7777
2017-08-15 20:50:29,4,0.0
2017-08-15 20:52:06,5,0.0
2017-08-15 20:52:57,4,0.2023
2017-08-15 20:53:20,5,0.3612
2017-08-15 20:53:32,4,-0.6908
